"geoid","geoid2","geodisplaylabel","hc02_est_vc02"
"1400000US48029171921","48029171921","Census Tract 1719.21, Bexar County, Texas","58521"
"1400000US48029171922","48029171922","Census Tract 1719.22, Bexar County, Texas","64821"
"1400000US48029171923","48029171923","Census Tract 1719.23, Bexar County, Texas","58288"
"1400000US48029171924","48029171924","Census Tract 1719.24, Bexar County, Texas","79435"
"1400000US48029171925","48029171925","Census Tract 1719.25, Bexar County, Texas","67934"
"1400000US48029172002","48029172002","Census Tract 1720.02, Bexar County, Texas","72307"
"1400000US48029172003","48029172003","Census Tract 1720.03, Bexar County, Texas","80833"
"1400000US48029172004","48029172004","Census Tract 1720.04, Bexar County, Texas","81731"
"1400000US48029172005","48029172005","Census Tract 1720.05, Bexar County, Texas","90000"
"1400000US48029172006","48029172006","Census Tract 1720.06, Bexar County, Texas","93884"
"1400000US48029172007","48029172007","Census Tract 1720.07, Bexar County, Texas","91501"
"1400000US48029180101","48029180101","Census Tract 1801.01, Bexar County, Texas","45064"
"1400000US48029180102","48029180102","Census Tract 1801.02, Bexar County, Texas","41548"
"1400000US48029180201","48029180201","Census Tract 1802.01, Bexar County, Texas","31069"
"1400000US48029180202","48029180202","Census Tract 1802.02, Bexar County, Texas","27305"
"1400000US48029180300","48029180300","Census Tract 1803, Bexar County, Texas","33618"
"1400000US48029180400","48029180400","Census Tract 1804, Bexar County, Texas","26598"
"1400000US48029180501","48029180501","Census Tract 1805.01, Bexar County, Texas","24575"
"1400000US48029180503","48029180503","Census Tract 1805.03, Bexar County, Texas","44464"
"1400000US48029180504","48029180504","Census Tract 1805.04, Bexar County, Texas","35472"
"1400000US48029180602","48029180602","Census Tract 1806.02, Bexar County, Texas","36156"
"1400000US48029180603","48029180603","Census Tract 1806.03, Bexar County, Texas","44904"
"1400000US48029180604","48029180604","Census Tract 1806.04, Bexar County, Texas","44576"
"1400000US48029180701","48029180701","Census Tract 1807.01, Bexar County, Texas","44318"
"1400000US48029180702","48029180702","Census Tract 1807.02, Bexar County, Texas","34076"
"1400000US48029180800","48029180800","Census Tract 1808, Bexar County, Texas","26788"
"1400000US48029180901","48029180901","Census Tract 1809.01, Bexar County, Texas","44158"
"1400000US48029180902","48029180902","Census Tract 1809.02, Bexar County, Texas","40799"
"1400000US48029181001","48029181001","Census Tract 1810.01, Bexar County, Texas","51731"
"1400000US48029181003","48029181003","Census Tract 1810.03, Bexar County, Texas","40428"
"1400000US48029181004","48029181004","Census Tract 1810.04, Bexar County, Texas","41106"
"1400000US48029181005","48029181005","Census Tract 1810.05, Bexar County, Texas","29074"
"1400000US48029181100","48029181100","Census Tract 1811, Bexar County, Texas","56705"
"1400000US48029181200","48029181200","Census Tract 1812, Bexar County, Texas","65365"
"1400000US48029181301","48029181301","Census Tract 1813.01, Bexar County, Texas","50120"
"1400000US48029181302","48029181302","Census Tract 1813.02, Bexar County, Texas","44355"
"1400000US48029181303","48029181303","Census Tract 1813.03, Bexar County, Texas","24336"
"1400000US48029181402","48029181402","Census Tract 1814.02, Bexar County, Texas","20737"
"1400000US48029181403","48029181403","Census Tract 1814.03, Bexar County, Texas","45391"
"1400000US48029181404","48029181404","Census Tract 1814.04, Bexar County, Texas","52699"
"1400000US48029181503","48029181503","Census Tract 1815.03, Bexar County, Texas","49013"
"1400000US48029181504","48029181504","Census Tract 1815.04, Bexar County, Texas","38046"
"1400000US48029181505","48029181505","Census Tract 1815.05, Bexar County, Texas","63236"
"1400000US48029181506","48029181506","Census Tract 1815.06, Bexar County, Texas","46285"
"1400000US48029181601","48029181601","Census Tract 1816.01, Bexar County, Texas","47297"
"1400000US48029181602","48029181602","Census Tract 1816.02, Bexar County, Texas","38772"
"1400000US48029181703","48029181703","Census Tract 1817.03, Bexar County, Texas","65725"
"1400000US48029181704","48029181704","Census Tract 1817.04, Bexar County, Texas","52277"
"1400000US48029181705","48029181705","Census Tract 1817.05, Bexar County, Texas","32348"
"1400000US48029181711","48029181711","Census Tract 1817.11, Bexar County, Texas","82485"
"1400000US48029181712","48029181712","Census Tract 1817.12, Bexar County, Texas","74957"
"1400000US48029181713","48029181713","Census Tract 1817.13, Bexar County, Texas","62530"
"1400000US48029181715","48029181715","Census Tract 1817.15, Bexar County, Texas","48299"
"1400000US48029181716","48029181716","Census Tract 1817.16, Bexar County, Texas","51400"
"1400000US48029181718","48029181718","Census Tract 1817.18, Bexar County, Texas","72755"
"1400000US48029181720","48029181720","Census Tract 1817.20, Bexar County, Texas","97165"
"1400000US48029181721","48029181721","Census Tract 1817.21, Bexar County, Texas","74219"
"1400000US48029181722","48029181722","Census Tract 1817.22, Bexar County, Texas","78533"
"1400000US48029181723","48029181723","Census Tract 1817.23, Bexar County, Texas","71655"
"1400000US48029181724","48029181724","Census Tract 1817.24, Bexar County, Texas","95329"
"1400000US48029181725","48029181725","Census Tract 1817.25, Bexar County, Texas","36136"
"1400000US48029181726","48029181726","Census Tract 1817.26, Bexar County, Texas","80679"
"1400000US48029181727","48029181727","Census Tract 1817.27, Bexar County, Texas","60545"
"1400000US48029181728","48029181728","Census Tract 1817.28, Bexar County, Texas","60250"
"1400000US48029181729","48029181729","Census Tract 1817.29, Bexar County, Texas","82992"
"1400000US48029181730","48029181730","Census Tract 1817.30, Bexar County, Texas","54676"
"1400000US48029181731","48029181731","Census Tract 1817.31, Bexar County, Texas","71729"
"1400000US48029181808","48029181808","Census Tract 1818.08, Bexar County, Texas","43822"
"1400000US48029181809","48029181809","Census Tract 1818.09, Bexar County, Texas","44745"
"1400000US48029181811","48029181811","Census Tract 1818.11, Bexar County, Texas","72917"
"1400000US48029181813","48029181813","Census Tract 1818.13, Bexar County, Texas","47662"
"1400000US48029181814","48029181814","Census Tract 1818.14, Bexar County, Texas","54579"
"1400000US48029181815","48029181815","Census Tract 1818.15, Bexar County, Texas","72067"
"1400000US48029181816","48029181816","Census Tract 1818.16, Bexar County, Texas","84079"
"1400000US48029181817","48029181817","Census Tract 1818.17, Bexar County, Texas","61438"
"1400000US48029181818","48029181818","Census Tract 1818.18, Bexar County, Texas","52971"
"1400000US48029181819","48029181819","Census Tract 1818.19, Bexar County, Texas","55811"
"1400000US48029181820","48029181820","Census Tract 1818.20, Bexar County, Texas","22278"
"1400000US48029181821","48029181821","Census Tract 1818.21, Bexar County, Texas","61890"
"1400000US48029181822","48029181822","Census Tract 1818.22, Bexar County, Texas","67533"
"1400000US48029181823","48029181823","Census Tract 1818.23, Bexar County, Texas","64928"
"1400000US48029181824","48029181824","Census Tract 1818.24, Bexar County, Texas","77321"
"1400000US48029181825","48029181825","Census Tract 1818.25, Bexar County, Texas","79805"
"1400000US48029181826","48029181826","Census Tract 1818.26, Bexar County, Texas","78770"
"1400000US48029181901","48029181901","Census Tract 1819.01, Bexar County, Texas","34671"
"1400000US48029181902","48029181902","Census Tract 1819.02, Bexar County, Texas","134773"
"1400000US48029182001","48029182001","Census Tract 1820.01, Bexar County, Texas","90950"
"1400000US48029182002","48029182002","Census Tract 1820.02, Bexar County, Texas","116083"
"1400000US48029182003","48029182003","Census Tract 1820.03, Bexar County, Texas","91389"
"1400000US48029182101","48029182101","Census Tract 1821.01, Bexar County, Texas","117564"
"1400000US48029182102","48029182102","Census Tract 1821.02, Bexar County, Texas","128854"
"1400000US48029182103","48029182103","Census Tract 1821.03, Bexar County, Texas","113333"
"1400000US48029182105","48029182105","Census Tract 1821.05, Bexar County, Texas","116452"
"1400000US48029182106","48029182106","Census Tract 1821.06, Bexar County, Texas","117169"
"1400000US48029190100","48029190100","Census Tract 1901, Bexar County, Texas","26736"
"1400000US48029190200","48029190200","Census Tract 1902, Bexar County, Texas","47614"
"1400000US48029190400","48029190400","Census Tract 1904, Bexar County, Texas","61998"
"1400000US48029190501","48029190501","Census Tract 1905.01, Bexar County, Texas","39720"
"1400000US48029190503","48029190503","Census Tract 1905.03, Bexar County, Texas","41156"
"1400000US48029190504","48029190504","Census Tract 1905.04, Bexar County, Texas","37197"
"1400000US48029190601","48029190601","Census Tract 1906.01, Bexar County, Texas","38611"
"1400000US48029190603","48029190603","Census Tract 1906.03, Bexar County, Texas","41505"
"1400000US48029190604","48029190604","Census Tract 1906.04, Bexar County, Texas","33664"
"1400000US48029190700","48029190700","Census Tract 1907, Bexar County, Texas","32120"
"1400000US48029190800","48029190800","Census Tract 1908, Bexar County, Texas","118917"
"1400000US48029190901","48029190901","Census Tract 1909.01, Bexar County, Texas","37244"
"1400000US48029190902","48029190902","Census Tract 1909.02, Bexar County, Texas","55914"
"1400000US48029191003","48029191003","Census Tract 1910.03, Bexar County, Texas","35885"
"1400000US48029191004","48029191004","Census Tract 1910.04, Bexar County, Texas","31520"
"1400000US48029191005","48029191005","Census Tract 1910.05, Bexar County, Texas","39290"
"1400000US48029191006","48029191006","Census Tract 1910.06, Bexar County, Texas","31563"
"1400000US48029191101","48029191101","Census Tract 1911.01, Bexar County, Texas","101053"
"1400000US48029191102","48029191102","Census Tract 1911.02, Bexar County, Texas","70278"
"1400000US48029191201","48029191201","Census Tract 1912.01, Bexar County, Texas","52222"
"1400000US48029191202","48029191202","Census Tract 1912.02, Bexar County, Texas","48615"
"1400000US48029191303","48029191303","Census Tract 1913.03, Bexar County, Texas","64097"
"1400000US48029191304","48029191304","Census Tract 1913.04, Bexar County, Texas","36154"
"1400000US48029191405","48029191405","Census Tract 1914.05, Bexar County, Texas","65742"
"1400000US48029191406","48029191406","Census Tract 1914.06, Bexar County, Texas","108702"
"1400000US48029191408","48029191408","Census Tract 1914.08, Bexar County, Texas","34262"
"1400000US48029191409","48029191409","Census Tract 1914.09, Bexar County, Texas","34371"
"1400000US48029191410","48029191410","Census Tract 1914.10, Bexar County, Texas","36132"
"1400000US48029191411","48029191411","Census Tract 1914.11, Bexar County, Texas","59031"
"1400000US48029191412","48029191412","Census Tract 1914.12, Bexar County, Texas","153864"
"1400000US48029191413","48029191413","Census Tract 1914.13, Bexar County, Texas","63740"
"1400000US48029191503","48029191503","Census Tract 1915.03, Bexar County, Texas","78934"
"1400000US48029191504","48029191504","Census Tract 1915.04, Bexar County, Texas","204821"
"1400000US48029191505","48029191505","Census Tract 1915.05, Bexar County, Texas","158958"
"1400000US48029191506","48029191506","Census Tract 1915.06, Bexar County, Texas","66502"
"1400000US48029191701","48029191701","Census Tract 1917.01, Bexar County, Texas","112955"
"1400000US48029191702","48029191702","Census Tract 1917.02, Bexar County, Texas","71917"
"1400000US48029191804","48029191804","Census Tract 1918.04, Bexar County, Texas","120609"
"1400000US48029191806","48029191806","Census Tract 1918.06, Bexar County, Texas","149744"
"1400000US48029191807","48029191807","Census Tract 1918.07, Bexar County, Texas","114041"
"1400000US48029191808","48029191808","Census Tract 1918.08, Bexar County, Texas","121250"
"1400000US48029191809","48029191809","Census Tract 1918.09, Bexar County, Texas","101047"
"1400000US48029191810","48029191810","Census Tract 1918.10, Bexar County, Texas","97540"
"1400000US48029191811","48029191811","Census Tract 1918.11, Bexar County, Texas","111857"
"1400000US48029191812","48029191812","Census Tract 1918.12, Bexar County, Texas","176806"
"1400000US48029191813","48029191813","Census Tract 1918.13, Bexar County, Texas","102488"
"1400000US48029191814","48029191814","Census Tract 1918.14, Bexar County, Texas","108682"
"1400000US48029191815","48029191815","Census Tract 1918.15, Bexar County, Texas","117028"
"1400000US48029191816","48029191816","Census Tract 1918.16, Bexar County, Texas","65149"
"1400000US48029191817","48029191817","Census Tract 1918.17, Bexar County, Texas","77317"
"1400000US48029191900","48029191900","Census Tract 1919, Bexar County, Texas","25821"
"1400000US48029192000","48029192000","Census Tract 1920, Bexar County, Texas","30632"
"1400000US48029192100","48029192100","Census Tract 1921, Bexar County, Texas","68843"
"1400000US48029192200","48029192200","Census Tract 1922, Bexar County, Texas","42197"
"1400000US48029192300","48029192300","Census Tract 1923, Bexar County, Texas","87292"
"1400000US48029980001","48029980001","Census Tract 9800.01, Bexar County, Texas","NA"
